Station,Date,Depth_m,Temperature_C,Salinity,Calibrated_Temperature_C,Calibrated_Salinity
Ytre_Utsira,2014-12-01,150,9.826,34.908,9.826,34.908
Ytre_Utsira,2014-12-01,200,8.679,35.152,8.679,35.152
Ytre_Utsira,2014-12-01,250,7.253,35.227,7.253,35.227
Ytre_Utsira,2015-01-01,1,7.376,33.445,7.376,33.447
Ytre_Utsira,2015-01-01,5,7.478,33.57,7.478,33.572
Ytre_Utsira,2015-01-01,10,7.672,33.668,7.672,33.67
Ytre_Utsira,2015-01-01,20,7.846,33.798,7.846,33.8
Ytre_Utsira,2015-01-01,30,7.774,33.798,7.774,33.8
Ytre_Utsira,2015-01-01,50,8.068,33.947,8.068,33.949
Ytre_Utsira,2015-01-01,75,8.193,34.139,8.193,34.141
Ytre_Utsira,2015-01-01,100,8.687,34.435,8.687,34.437
Ytre_Utsira,2015-01-01,125,8.846,34.648,8.846,34.65
Ytre_Utsira,2015-01-01,150,8.834,34.795,8.834,34.797
Ytre_Utsira,2015-01-01,200,8.237,35.026,8.237,35.028
Ytre_Utsira,2015-02-01,1,6.375,33.572,6.375,33.044
Ytre_Utsira,2015-02-01,5,6.377,33.602,6.377,33.073
Ytre_Utsira,2015-02-01,10,6.38,33.614,6.38,33.086
Ytre_Utsira,2015-02-01,20,6.388,33.622,6.388,33.094
Ytre_Utsira,2015-02-01,30,6.406,33.635,6.406,33.107
Ytre_Utsira,2015-02-01,50,6.628,33.75,6.628,33.221
Ytre_Utsira,2015-02-01,75,7.371,34.102,7.371,33.573
Ytre_Utsira,2015-02-01,100,7.967,34.501,7.967,33.973
Ytre_Utsira,2015-02-01,125,8.225,34.76,8.225,34.231
Ytre_Utsira,2015-02-01,150,8.191,34.98,8.191,34.452
Ytre_Utsira,2015-02-01,200,7.976,35.15,7.976,34.622
Ytre_Utsira,2015-02-01,250,7.491,35.208,7.491,34.679
Ytre_Utsira,2015-03-01,1,6.145,33.295,6.145,33.295
Ytre_Utsira,2015-03-01,5,6.076,33.41,6.076,33.41
Ytre_Utsira,2015-03-01,10,6.069,33.42,6.069,33.42
Ytre_Utsira,2015-03-01,20,5.947,33.633,5.947,33.633
Ytre_Utsira,2015-03-01,30,5.927,33.735,5.927,33.735
Ytre_Utsira,2015-03-01,50,6.333,34.18,6.333,34.18
Ytre_Utsira,2015-03-01,75,7.668,34.95,7.668,34.95
Ytre_Utsira,2015-03-01,100,7.849,35.161,7.849,35.161
Ytre_Utsira,2015-03-01,125,7.757,35.264,7.757,35.264
Ytre_Utsira,2015-03-01,150,7.753,35.35,7.753,35.35
Ytre_Utsira,2015-03-01,200,7.582,35.448,7.582,35.448
Ytre_Utsira,2015-03-01,250,7.666,35.53,7.666,35.53
Ytre_Utsira,2015-04-01,1,5.736,31.315,5.736,31.314
Ytre_Utsira,2015-04-01,5,5.69,31.58,5.69,31.579
Ytre_Utsira,2015-04-01,10,5.66,31.807,5.66,31.806
Ytre_Utsira,2015-04-01,20,5.955,32.453,5.955,32.452
Ytre_Utsira,2015-04-01,30,6.232,33.47,6.232,33.469
Ytre_Utsira,2015-04-01,50,6.44,33.988,6.44,33.986
Ytre_Utsira,2015-04-01,75,7.144,34.488,7.144,34.486
Ytre_Utsira,2015-04-01,100,7.357,34.67,7.357,34.669
Ytre_Utsira,2015-04-01,125,7.507,34.772,7.507,34.771
Ytre_Utsira,2015-04-01,150,7.586,34.967,7.586,34.966
Ytre_Utsira,2015-04-01,200,7.369,35.11,7.369,35.109
Ytre_Utsira,2015-04-01,250,7.295,35.157,7.295,35.156
Ytre_Utsira,2015-05-01,1,9.079,31.751,9.079,31.72
Ytre_Utsira,2015-05-01,5,8.887,31.809,8.887,31.779
Ytre_Utsira,2015-05-01,10,8.636,31.968,8.636,31.937
Ytre_Utsira,2015-05-01,20,7.961,32.602,7.961,32.571
Ytre_Utsira,2015-05-01,30,7.324,33.304,7.324,33.273
Ytre_Utsira,2015-05-01,50,6.861,34.144,6.861,34.114
Ytre_Utsira,2015-05-01,75,6.903,34.595,6.903,34.565
Ytre_Utsira,2015-05-01,100,7.018,34.759,7.018,34.729
Ytre_Utsira,2015-05-01,125,7.147,34.873,7.147,34.843
Ytre_Utsira,2015-05-01,150,7.194,34.985,7.194,34.954
Ytre_Utsira,2015-05-01,200,7.351,35.125,7.351,35.095
Ytre_Utsira,2015-05-01,250,7.258,35.23,7.258,35.2
Ytre_Utsira,2015-06-01,1,11.488,31.878,11.488,31.822
Ytre_Utsira,2015-06-01,5,11.327,32.023,11.327,31.968
Ytre_Utsira,2015-06-01,10,10.654,32.31,10.654,32.254
Ytre_Utsira,2015-06-01,20,9.602,32.778,9.602,32.722
Ytre_Utsira,2015-06-01,30,8.93,33.252,8.93,33.197
Ytre_Utsira,2015-06-01,50,7.983,33.977,7.983,33.921
Ytre_Utsira,2015-06-01,75,6.998,34.353,6.998,34.297
Ytre_Utsira,2015-06-01,100,6.782,34.634,6.782,34.578
Ytre_Utsira,2015-06-01,125,6.845,34.787,6.845,34.732
Ytre_Utsira,2015-06-01,150,6.949,34.885,6.949,34.829
Ytre_Utsira,2015-06-01,200,7.216,35.11,7.216,35.054
Ytre_Utsira,2015-06-01,250,7.205,35.198,7.205,35.142
Ytre_Utsira,2015-07-01,1,13.18,32.143,13.18,32.069
Ytre_Utsira,2015-07-01,5,13.095,32.15,13.095,32.076
Ytre_Utsira,2015-07-01,10,12.82,32.162,12.82,32.087
Ytre_Utsira,2015-07-01,20,12.003,32.473,12.003,32.398
Ytre_Utsira,2015-07-01,30,10.595,33.067,10.595,32.992
Ytre_Utsira,2015-07-01,50,8.667,34.255,8.667,34.181
Ytre_Utsira,2015-07-01,75,7.836,34.638,7.836,34.564
Ytre_Utsira,2015-07-01,100,7.236,34.771,7.236,34.697
Ytre_Utsira,2015-07-01,125,7.056,34.922,7.056,34.848
Ytre_Utsira,2015-07-01,150,7.036,34.994,7.036,34.92
Ytre_Utsira,2015-07-01,200,7.169,35.134,7.169,35.06
Ytre_Utsira,2015-07-01,250,7.183,35.226,7.183,35.152
Ytre_Utsira,2015-08-01,1,16.228,30.154,16.228,30.086
Ytre_Utsira,2015-08-01,5,16.065,30.329,16.065,30.261
Ytre_Utsira,2015-08-01,10,15.88,30.57,15.88,30.502
Ytre_Utsira,2015-08-01,20,15.429,31.217,15.429,31.149
Ytre_Utsira,2015-08-01,30,14.439,32.332,14.439,32.264
Ytre_Utsira,2015-08-01,50,11.764,34.141,11.764,34.073
Ytre_Utsira,2015-08-01,75,9.006,34.627,9.006,34.559
Ytre_Utsira,2015-08-01,100,7.958,34.834,7.958,34.766
Ytre_Utsira,2015-08-01,125,7.401,34.946,7.401,34.878
Ytre_Utsira,2015-08-01,150,7.129,35.018,7.129,34.95
Ytre_Utsira,2015-08-01,200,7.082,35.149,7.082,35.081
Ytre_Utsira,2015-08-01,250,7.205,35.251,7.205,35.183
Ytre_Utsira,2015-09-01,1,14.82,29.088,14.82,29.011
Ytre_Utsira,2015-09-01,5,14.829,29.181,14.829,29.104
Ytre_Utsira,2015-09-01,10,14.955,29.988,14.955,29.912
Ytre_Utsira,2015-09-01,20,15.647,32.702,15.647,32.625
Ytre_Utsira,2015-09-01,30,14.274,33.93,14.274,33.854
Ytre_Utsira,2015-09-01,50,12.236,34.656,12.236,34.579
Ytre_Utsira,2015-09-01,75,9.953,34.846,9.953,34.77
Ytre_Utsira,2015-09-01,100,8.54,35.003,8.54,34.927
Ytre_Utsira,2015-09-01,125,7.706,35.033,7.706,34.957
Ytre_Utsira,2015-09-01,150,7.54,35.083,7.54,35.007
Ytre_Utsira,2015-09-01,200,7.403,35.135,7.403,35.058
Ytre_Utsira,2015-09-01,250,7.198,35.204,7.198,35.128
Ytre_Utsira,2015-10-01,1,13.485,31.595,13.485,31.485
Ytre_Utsira,2015-10-01,5,13.5,31.608,13.5,31.499
Ytre_Utsira,2015-10-01,10,13.698,31.948,13.698,31.838
Ytre_Utsira,2015-10-01,20,14.12,33.129,14.12,33.019
Ytre_Utsira,2015-10-01,30,13.808,33.388,13.808,33.278
Ytre_Utsira,2015-10-01,50,13.014,33.966,13.014,33.856
Ytre_Utsira,2015-10-01,75,11.471,34.645,11.471,34.535
Ytre_Utsira,2015-10-01,100,9.333,34.989,9.333,34.879
Ytre_Utsira,2015-10-01,125,7.876,35.088,7.876,34.978
Ytre_Utsira,2015-10-01,150,7.375,35.146,7.375,35.036
Ytre_Utsira,2015-10-01,200,7.15,35.226,7.15,35.116
Ytre_Utsira,2015-10-01,250,7.201,35.274,7.201,35.165
Ytre_Utsira,2015-11-01,1,11.29,32.154,11.29,32.062
Ytre_Utsira,2015-11-01,5,11.306,32.15,11.306,32.058
Ytre_Utsira,2015-11-01,10,11.314,32.167,11.314,32.075
Ytre_Utsira,2015-11-01,20,11.381,32.286,11.381,32.194
Ytre_Utsira,2015-11-01,30,11.462,32.422,11.462,32.33
Ytre_Utsira,2015-11-01,50,11.534,33.505,11.534,33.413
Ytre_Utsira,2015-11-01,75,9.907,34.803,9.907,34.711
Ytre_Utsira,2015-11-01,100,8.699,35.063,8.699,34.971
Ytre_Utsira,2015-11-01,125,8.218,35.111,8.218,35.019
Ytre_Utsira,2015-11-01,150,7.77,35.17,7.77,35.078
Ytre_Utsira,2015-11-01,200,7.512,35.202,7.512,35.11
Ytre_Utsira,2015-11-01,250,7.414,35.213,7.414,35.121
Ytre_Utsira,2015-12-01,1,9.791,33.917,9.791,33.849
Ytre_Utsira,2015-12-01,5,9.812,33.93,9.812,33.862
Ytre_Utsira,2015-12-01,10,9.814,33.93,9.814,33.862
Ytre_Utsira,2015-12-01,20,9.832,33.938,9.832,33.869
Ytre_Utsira,2015-12-01,30,9.856,33.97,9.856,33.902
Ytre_Utsira,2015-12-01,50,10.164,34.2,10.164,34.132
Ytre_Utsira,2015-12-01,75,10.405,34.723,10.405,34.655
Ytre_Utsira,2015-12-01,100,10.304,34.825,10.304,34.757
Ytre_Utsira,2015-12-01,125,10.174,34.872,10.174,34.804
Ytre_Utsira,2015-12-01,150,10.204,34.967,10.204,34.899
Ytre_Utsira,2015-12-01,200,9.769,35.062,9.769,34.994
Ytre_Utsira,2015-12-01,250,8.071,35.187,8.071,35.119
Ytre_Utsira,2016-01-01,1,8.278,34.225,8.278,34.202
Ytre_Utsira,2016-01-01,5,8.311,34.248,8.311,34.225
Ytre_Utsira,2016-01-01,10,8.313,34.244,8.313,34.221
Ytre_Utsira,2016-01-01,20,8.316,34.246,8.316,34.223
Ytre_Utsira,2016-01-01,30,8.325,34.26,8.325,34.237
Ytre_Utsira,2016-01-01,50,8.411,34.306,8.411,34.283
Ytre_Utsira,2016-01-01,75,8.402,34.38,8.402,34.357
Ytre_Utsira,2016-01-01,100,8.642,34.636,8.642,34.613
Ytre_Utsira,2016-01-01,125,8.825,34.957,8.825,34.934
Ytre_Utsira,2016-01-01,150,9.255,35.177,9.255,35.154
Ytre_Utsira,2016-01-01,200,9.055,35.245,9.055,35.222
Ytre_Utsira,2016-01-01,250,8.61,35.275,8.61,35.252
Ytre_Utsira,2016-02-01,1,6.079,33.269,6.079,33.132
Ytre_Utsira,2016-02-01,5,6.021,33.535,6.021,33.398
Ytre_Utsira,2016-02-01,10,6.107,33.652,6.107,33.515
Ytre_Utsira,2016-02-01,20,6.282,33.831,6.282,33.694
Ytre_Utsira,2016-02-01,30,6.396,33.933,6.396,33.795
Ytre_Utsira,2016-02-01,50,6.615,34.058,6.615,33.92
Ytre_Utsira,2016-02-01,75,7.004,34.304,7.004,34.167
Ytre_Utsira,2016-02-01,100,7.526,34.6,7.526,34.463
Ytre_Utsira,2016-02-01,125,7.942,34.834,7.942,34.697
Ytre_Utsira,2016-02-01,150,8.16,35.012,8.16,34.874
Ytre_Utsira,2016-02-01,200,8.26,35.227,8.26,35.089
Ytre_Utsira,2016-02-01,250,8.052,35.303,8.052,35.165
Ytre_Utsira,2016-03-01,1,5.376,32.549,5.376,32.51
Ytre_Utsira,2016-03-01,5,5.384,32.618,5.384,32.579
Ytre_Utsira,2016-03-01,10,5.49,32.682,5.49,32.643
Ytre_Utsira,2016-03-01,20,5.513,32.733,5.513,32.694
Ytre_Utsira,2016-03-01,30,5.473,32.871,5.473,32.832
Ytre_Utsira,2016-03-01,50,6.084,33.735,6.084,33.696
Ytre_Utsira,2016-03-01,75,6.477,34.068,6.477,34.03
Ytre_Utsira,2016-03-01,100,7.121,34.516,7.121,34.477
Ytre_Utsira,2016-03-01,125,7.628,34.732,7.628,34.693
Ytre_Utsira,2016-03-01,150,7.689,34.885,7.689,34.846
Ytre_Utsira,2016-03-01,200,7.995,35.173,7.995,35.134
Ytre_Utsira,2016-03-01,250,7.515,35.215,7.515,35.176
Ytre_Utsira,2016-04-01,1,6.74,31.585,6.74,31.565
Ytre_Utsira,2016-04-01,5,6.152,32.61,6.152,32.59
Ytre_Utsira,2016-04-01,10,6.125,32.822,6.125,32.802
Ytre_Utsira,2016-04-01,20,6.415,33.333,6.415,33.313
Ytre_Utsira,2016-04-01,30,6.615,33.906,6.615,33.886
Ytre_Utsira,2016-04-01,50,7.244,34.53,7.244,34.51
Ytre_Utsira,2016-04-01,75,6.908,34.668,6.908,34.648
Ytre_Utsira,2016-04-01,100,7.077,34.81,7.077,34.79
Ytre_Utsira,2016-04-01,125,7.549,34.963,7.549,34.943
Ytre_Utsira,2016-04-01,150,7.687,35.032,7.687,35.012
Ytre_Utsira,2016-04-01,200,7.47,35.19,7.47,35.17
Ytre_Utsira,2016-04-01,250,7.151,35.21,7.151,35.19
Ytre_Utsira,2016-05-01,1,9.848,30.893,9.848,30.848
Ytre_Utsira,2016-05-01,5,9.221,31.359,9.221,31.314
Ytre_Utsira,2016-05-01,10,8.631,31.584,8.631,31.539
Ytre_Utsira,2016-05-01,20,8.171,32.02,8.171,31.975
Ytre_Utsira,2016-05-01,30,7.318,32.748,7.318,32.703
Ytre_Utsira,2016-05-01,50,6.667,33.88,6.667,33.835
Ytre_Utsira,2016-05-01,75,7.038,34.584,7.038,34.539
Ytre_Utsira,2016-05-01,100,7.221,34.805,7.221,34.76
Ytre_Utsira,2016-05-01,125,7.336,34.898,7.336,34.853
Ytre_Utsira,2016-05-01,150,7.396,34.976,7.396,34.931
Ytre_Utsira,2016-05-01,200,7.504,35.17,7.504,35.125
Ytre_Utsira,2016-05-01,250,7.216,35.23,7.216,35.185
Ytre_Utsira,2016-06-01,1,14.589,29.598,14.589,29.61
Ytre_Utsira,2016-06-01,5,13.986,29.801,13.986,29.813
Ytre_Utsira,2016-06-01,10,13.288,30.117,13.288,30.13
Ytre_Utsira,2016-06-01,20,10.567,31.571,10.567,31.584
Ytre_Utsira,2016-06-01,30,7.731,33.59,7.731,33.603
Ytre_Utsira,2016-06-01,50,7.058,34.314,7.058,34.326
Ytre_Utsira,2016-06-01,75,6.996,34.644,6.996,34.656
Ytre_Utsira,2016-06-01,100,7.207,34.794,7.207,34.806
Ytre_Utsira,2016-06-01,125,7.34,34.884,7.34,34.897
Ytre_Utsira,2016-06-01,150,7.376,34.926,7.376,34.939
Ytre_Utsira,2016-06-01,200,7.363,35.098,7.363,35.111
Ytre_Utsira,2016-06-01,250,7.205,35.198,7.205,35.171
Ytre_Utsira,2016-07-01,1,15.244,30.286,15.244,30.181
Ytre_Utsira,2016-07-01,5,14.969,30.45,14.969,30.345
Ytre_Utsira,2016-07-01,10,14.517,31.075,14.517,30.971
Ytre_Utsira,2016-07-01,20,12.407,32.594,12.407,32.489
Ytre_Utsira,2016-07-01,30,9.499,34.081,9.499,33.976
Ytre_Utsira,2016-07-01,50,8.417,34.475,8.417,34.37
Ytre_Utsira,2016-07-01,75,7.356,34.79,7.356,34.685
Ytre_Utsira,2016-07-01,100,7.199,34.947,7.199,34.842
Ytre_Utsira,2016-07-01,125,7.206,35.047,7.206,34.942
Ytre_Utsira,2016-07-01,150,7.178,35.106,7.178,35.001
Ytre_Utsira,2016-07-01,200,7.211,35.174,7.211,35.07
Ytre_Utsira,2016-07-01,250,7.188,35.29,7.188,35.185
Ytre_Utsira,2016-08-01,1,16.1,31.342,16.1,31.232
Ytre_Utsira,2016-08-01,5,15.847,31.389,15.847,31.279
Ytre_Utsira,2016-08-01,10,15.224,31.942,15.224,31.832
Ytre_Utsira,2016-08-01,20,14.692,32.304,14.692,32.194
Ytre_Utsira,2016-08-01,30,13.825,32.985,13.825,32.875
Ytre_Utsira,2016-08-01,50,10.992,34.225,10.992,34.115
Ytre_Utsira,2016-08-01,75,8.737,34.851,8.737,34.741
Ytre_Utsira,2016-08-01,100,8.007,35.023,8.007,34.913
Ytre_Utsira,2016-08-01,125,7.562,35.07,7.562,34.96
Ytre_Utsira,2016-08-01,150,7.334,35.148,7.334,35.038
Ytre_Utsira,2016-08-01,200,7.213,35.222,7.213,35.112
Ytre_Utsira,2016-08-01,250,7.162,35.287,7.162,35.177
Ytre_Utsira,2016-10-01,1,14.369,30.413,14.369,30.262
Ytre_Utsira,2016-10-01,5,14.087,31.18,14.087,31.029
Ytre_Utsira,2016-10-01,10,14.282,31.685,14.282,31.534
Ytre_Utsira,2016-10-01,20,14.63,32.63,14.63,32.479
Ytre_Utsira,2016-10-01,30,14.875,33.97,14.875,33.819
Ytre_Utsira,2016-10-01,50,14.617,34.14,14.617,33.989
Ytre_Utsira,2016-10-01,75,11.426,34.736,11.426,34.585
Ytre_Utsira,2016-10-01,100,9.222,34.965,9.222,34.814
Ytre_Utsira,2016-10-01,125,8.436,35.077,8.436,34.926
Ytre_Utsira,2016-10-01,150,8.05,35.103,8.05,34.952
Ytre_Utsira,2016-10-01,200,7.498,35.172,7.498,35.021
Ytre_Utsira,2016-10-01,250,7.222,35.28,7.222,35.129
Ytre_Utsira,2016-11-01,1,10.313,32.748,10.313,32.692
Ytre_Utsira,2016-11-01,5,10.352,32.785,10.352,32.729
Ytre_Utsira,2016-11-01,10,10.546,32.978,10.546,32.922
Ytre_Utsira,2016-11-01,20,10.838,33.547,10.838,33.491
Ytre_Utsira,2016-11-01,30,11.004,33.982,11.004,33.926
Ytre_Utsira,2016-11-01,50,11.246,34.608,11.246,34.552
Ytre_Utsira,2016-11-01,75,10.488,35.016,10.488,34.96
Ytre_Utsira,2016-11-01,100,9.278,35.302,9.278,35.247
Ytre_Utsira,2016-11-01,125,8.675,35.223,8.675,35.167
Ytre_Utsira,2016-11-01,150,7.974,35.18,7.974,35.124
Ytre_Utsira,2016-11-01,200,7.549,35.205,7.549,35.149
Ytre_Utsira,2016-11-01,250,7.363,35.245,7.363,35.189
Ytre_Utsira,2016-12-01,1,8.692,32.802,8.692,32.802
Ytre_Utsira,2016-12-01,5,8.684,32.88,8.684,32.88
Ytre_Utsira,2016-12-01,10,8.738,32.97,8.738,32.97
Ytre_Utsira,2016-12-01,20,8.699,33.002,8.699,33.002
Ytre_Utsira,2016-12-01,30,8.923,33.172,8.923,33.172
Ytre_Utsira,2016-12-01,50,9.688,34.21,9.688,34.21
Ytre_Utsira,2016-12-01,75,8.988,34.87,8.988,34.87
Ytre_Utsira,2016-12-01,100,8.57,35.01,8.57,35.01
Ytre_Utsira,2016-12-01,125,8.332,35.057,8.332,35.057
Ytre_Utsira,2016-12-01,150,7.996,35.11,7.996,35.11
Ytre_Utsira,2016-12-01,200,7.893,35.173,7.893,35.173
Ytre_Utsira,2016-12-01,250,7.506,35.22,7.506,35.22
Ytre_Utsira,2017-01-01,1,7.379,34.016,7.379,33.962
Ytre_Utsira,2017-01-01,5,7.31,34.132,7.31,34.078
Ytre_Utsira,2017-01-01,10,7.306,34.122,7.306,34.069
Ytre_Utsira,2017-01-01,20,7.291,34.162,7.291,34.109
Ytre_Utsira,2017-01-01,30,7.308,34.172,7.308,34.119
Ytre_Utsira,2017-01-01,50,7.292,34.189,7.292,34.135
Ytre_Utsira,2017-01-01,75,7.706,34.389,7.706,34.335
Ytre_Utsira,2017-01-01,100,8.581,34.812,8.581,34.759
Ytre_Utsira,2017-01-01,125,8.729,34.92,8.729,34.866
Ytre_Utsira,2017-01-01,150,8.858,35.03,8.858,34.976
Ytre_Utsira,2017-01-01,200,8.668,35.138,8.668,35.085
Ytre_Utsira,2017-01-01,250,8.158,35.199,8.158,35.145
Ytre_Utsira,2017-03-01,1,5.556,32.592,5.556,32.546
Ytre_Utsira,2017-03-01,5,5.516,32.783,5.516,32.737
Ytre_Utsira,2017-03-01,10,5.665,33.128,5.665,33.082
Ytre_Utsira,2017-03-01,20,5.921,33.587,5.921,33.541
Ytre_Utsira,2017-03-01,30,6.011,33.752,6.011,33.706
Ytre_Utsira,2017-03-01,50,6.576,34.268,6.576,34.222
Ytre_Utsira,2017-03-01,75,7.359,34.663,7.359,34.617
Ytre_Utsira,2017-03-01,100,7.975,34.959,7.975,34.913
Ytre_Utsira,2017-03-01,125,8.011,34.98,8.011,34.934
Ytre_Utsira,2017-03-01,150,7.844,35.035,7.844,34.989
Ytre_Utsira,2017-03-01,200,7.939,35.128,7.939,35.082
Ytre_Utsira,2017-03-01,250,7.92,35.195,7.92,35.149
Ytre_Utsira,2017-04-01,1,6.72,32.403,6.72,32.376
Ytre_Utsira,2017-04-01,5,6.633,32.562,6.633,32.534
Ytre_Utsira,2017-04-01,10,6.611,32.69,6.611,32.663
Ytre_Utsira,2017-04-01,20,6.695,33.156,6.695,33.129
Ytre_Utsira,2017-04-01,30,6.772,33.844,6.772,33.817
Ytre_Utsira,2017-04-01,50,6.92,34.373,6.92,34.346
Ytre_Utsira,2017-04-01,75,7.601,34.771,7.601,34.744
Ytre_Utsira,2017-04-01,100,7.792,34.892,7.792,34.865
Ytre_Utsira,2017-04-01,125,7.974,35.005,7.974,34.978
Ytre_Utsira,2017-04-01,150,8.04,35.078,8.04,35.051
Ytre_Utsira,2017-04-01,200,7.923,35.137,7.923,35.109
Ytre_Utsira,2017-04-01,250,7.709,35.173,7.709,35.146
Ytre_Utsira,2017-05-01,1,9.444,31.628,9.444,31.6
Ytre_Utsira,2017-05-01,5,9.304,31.761,9.304,31.733
Ytre_Utsira,2017-05-01,10,8.744,31.953,8.744,31.925
Ytre_Utsira,2017-05-01,20,8.483,32.522,8.483,32.494
Ytre_Utsira,2017-05-01,30,7.885,32.967,7.885,32.939
Ytre_Utsira,2017-05-01,50,7.131,33.837,7.131,33.809
Ytre_Utsira,2017-05-01,75,7.299,34.678,7.299,34.65
Ytre_Utsira,2017-05-01,100,7.408,34.847,7.408,34.818
Ytre_Utsira,2017-05-01,125,7.732,34.965,7.732,34.937
Ytre_Utsira,2017-05-01,150,7.836,35.044,7.836,35.016
Ytre_Utsira,2017-05-01,200,7.714,35.127,7.714,35.099
Ytre_Utsira,2017-05-01,250,7.513,35.164,7.513,35.136
Ytre_Utsira,2017-06-01,1,12.623,30.253,12.623,30.253
Ytre_Utsira,2017-06-01,5,12.399,30.724,12.399,30.723
Ytre_Utsira,2017-06-01,10,12.247,30.87,12.247,30.869
Ytre_Utsira,2017-06-01,20,9.969,31.92,9.969,31.919
Ytre_Utsira,2017-06-01,30,8.5,32.909,8.5,32.908
Ytre_Utsira,2017-06-01,50,7.544,34.036,7.544,34.036
Ytre_Utsira,2017-06-01,75,7.288,34.63,7.288,34.629
Ytre_Utsira,2017-06-01,100,7.423,34.832,7.423,34.831
Ytre_Utsira,2017-06-01,125,7.613,34.93,7.613,34.93
Ytre_Utsira,2017-06-01,150,7.679,34.998,7.679,34.997
Ytre_Utsira,2017-06-01,200,7.629,35.067,7.629,35.067
Ytre_Utsira,2017-06-01,250,7.541,35.114,7.541,35.113
Ytre_Utsira,2017-07-01,1,14.459,25.233,14.459,25.235
Ytre_Utsira,2017-07-01,5,14.475,31.806,14.475,31.808
Ytre_Utsira,2017-07-01,10,14.277,31.968,14.277,31.97
